PHILOSOPHER ID: 0	AVG WAIT TIME: 59.1
PHILOSOPHER ID: 1	AVG WAIT TIME: 61.26
PHILOSOPHER ID: 2	AVG WAIT TIME: 61.96
PHILOSOPHER ID: 3	AVG WAIT TIME: 59.98
PHILOSOPHER ID: 4	AVG WAIT TIME: 56.26
PHILOSOPHER ID: 5	AVG WAIT TIME: 59.36
PHILOSOPHER ID: 6	AVG WAIT TIME: 60.82
PHILOSOPHER ID: 7	AVG WAIT TIME: 56.3
PHILOSOPHER ID: 8	AVG WAIT TIME: 60.66
PHILOSOPHER ID: 9	AVG WAIT TIME: 59.48
