PHILOSOPHER ID: 0	AVG WAIT TIME: 24.72
PHILOSOPHER ID: 1	AVG WAIT TIME: 26.8
PHILOSOPHER ID: 2	AVG WAIT TIME: 24.46
PHILOSOPHER ID: 3	AVG WAIT TIME: 22.68
PHILOSOPHER ID: 4	AVG WAIT TIME: 25.74
PHILOSOPHER ID: 5	AVG WAIT TIME: 26.4
PHILOSOPHER ID: 6	AVG WAIT TIME: 22.44
PHILOSOPHER ID: 7	AVG WAIT TIME: 24.26
PHILOSOPHER ID: 8	AVG WAIT TIME: 22.9
PHILOSOPHER ID: 9	AVG WAIT TIME: 22.66
