PHILOSOPHER ID: 0	AVG WAIT TIME: 0.2
PHILOSOPHER ID: 1	AVG WAIT TIME: 0.34
PHILOSOPHER ID: 2	AVG WAIT TIME: 0.38
PHILOSOPHER ID: 3	AVG WAIT TIME: 0.46
PHILOSOPHER ID: 4	AVG WAIT TIME: 0.4
PHILOSOPHER ID: 5	AVG WAIT TIME: 0.34
PHILOSOPHER ID: 6	AVG WAIT TIME: 0.38
PHILOSOPHER ID: 7	AVG WAIT TIME: 0.38
PHILOSOPHER ID: 8	AVG WAIT TIME: 0.47
PHILOSOPHER ID: 9	AVG WAIT TIME: 0.49
