PHILOSOPHER ID: 0	AVG WAIT TIME: 45.08
PHILOSOPHER ID: 1	AVG WAIT TIME: 45.75
PHILOSOPHER ID: 2	AVG WAIT TIME: 46.14
PHILOSOPHER ID: 3	AVG WAIT TIME: 44.64
PHILOSOPHER ID: 4	AVG WAIT TIME: 44.53
PHILOSOPHER ID: 5	AVG WAIT TIME: 41.91
PHILOSOPHER ID: 6	AVG WAIT TIME: 43.35
PHILOSOPHER ID: 7	AVG WAIT TIME: 46.62
PHILOSOPHER ID: 8	AVG WAIT TIME: 47.65
PHILOSOPHER ID: 9	AVG WAIT TIME: 42.67
